State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Texas,Clear,2011-01-01,2,Urban-Minor Arterial,43,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6
Texas,Clear,2011-01-01,2,Urban-Minor Arterial,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,1,6
Utah,Clear,2011-01-01,1,Urban-Other Principal Arterial,18,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6
Utah,Clear,2011-01-01,1,Urban-Other Principal Arterial,26,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Vermont,Snow,2011-01-15,1,Rural-Principal Arterial-Other,36,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,15,6
West Virginia,Rain,2011-01-01,1,Rural-Principal Arterial-Other,68,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6
Wisconsin,Clear,2011-01-01,1,Urban-Collector,26,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Alabama,Clear,2011-01-04,1,Urban-Local Road or Street,24,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2
Alaska,Cloudy,2011-01-05,2,Rural-Major Collector,37,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,5,3
Arizona,Clear,2011-01-03,1,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,3,1
Arizona,Clear,2011-01-03,1,Rural-Principal Arterial-Interstate,23,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,3,1
Arkansas,Clear,2011-01-03,2,Urban-Principal Arterial-Interstate,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,3,1
Arkansas,Clear,2011-01-03,2,Urban-Principal Arterial-Interstate,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,3,1
Arkansas,Clear,2011-01-03,2,Urban-Principal Arterial-Interstate,82,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,3,1
Colorado,Clear,2011-01-04,1,Rural-Minor Collector,18,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,4,2
District of Columbia,Clear,2011-02-12,1,Urban-Local Road or Street,,0.21,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,12,6
Florida,Clear,2011-01-02,1,Urban-Other Principal Arterial,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,2,7
Florida,Clear,2011-01-02,1,Urban-Other Principal Arterial,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,2,7
Florida,Clear,2011-01-02,1,Urban-Other Principal Arterial,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,2,7
Florida,Clear,2011-01-02,1,Urban-Other Principal Arterial,19,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,2,7
Idaho,Snow,2011-01-07,1,Rural-Principal Arterial-Other,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5
Idaho,Snow,2011-01-07,1,Rural-Principal Arterial-Other,44,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,7,5
Iowa,Clear,2011-01-04,1,Rural-Principal Arterial-Other,23,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,4,2
Kansas,Clear,2011-01-02,1,Rural-Major Collector,31,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,2,7
Kansas,Clear,2011-01-02,1,Rural-Major Collector,64,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,2,7
Kansas,Clear,2011-01-02,1,Rural-Major Collector,85,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,2,7
Maryland,Rain,2011-01-01,1,Rural-Major Collector,48,0.2,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,1,6
Massachusetts,Clear,2011-01-23,1,Urban-Other Principal Arterial,18,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,23,7
Michigan,Cloudy,2011-01-02,1,Urban-Other Principal Arterial,37,0.0,Driver of a Motor Vehicle In-Transport,No,Filipino,Female,Fatal Injury (K),2011,1,2,7
Michigan,Cloudy,2011-01-02,1,Urban-Other Principal Arterial,52,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,2,7
Minnesota,Clear,2011-01-04,2,Urban-Minor Arterial,70,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2
Minnesota,Clear,2011-01-04,2,Urban-Minor Arterial,70,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,4,2
Missouri,Clear,2011-01-02,1,Urban-Collector,18,0.19,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7
Montana,Clear,2011-01-22,1,Urban-Other Principal Arterial,1,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Montana,Clear,2011-01-22,1,Urban-Other Principal Arterial,19,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,22,6
Montana,Clear,2011-01-22,1,Urban-Other Principal Arterial,46,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,22,6
Nebraska,Clear,2011-01-01,1,Rural-Minor Arterial,56,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Nebraska,Clear,2011-01-01,1,Rural-Minor Arterial,59,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6
Nebraska,Clear,2011-01-01,1,Rural-Minor Arterial,59,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Nebraska,Clear,2011-01-01,1,Rural-Minor Arterial,79,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,1,6
Nevada,Clear,2011-01-07,1,Rural-Major Collector,61,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,7,5
New Hampshire,Clear,2011-01-03,1,Urban-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,3,1
New Hampshire,Clear,2011-01-03,1,Urban-Local Road or Street,23,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,3,1
New Hampshire,Clear,2011-01-03,1,Urban-Local Road or Street,79,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,3,1
New Jersey,Clear,2011-01-30,1,Urban-Principal Arterial-Other Freeways or Expressways,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,30,7
New Jersey,Clear,2011-01-30,1,Urban-Principal Arterial-Other Freeways or Expressways,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,30,7
New Jersey,Clear,2011-01-30,1,Urban-Principal Arterial-Other Freeways or Expressways,26,0.22,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,30,7
New Mexico,Clear,2011-01-03,1,Urban-Principal Arterial-Other Freeways or Expressways,56,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
New Mexico,Clear,2011-01-03,1,Urban-Principal Arterial-Other Freeways or Expressways,71,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,3,1
New York,"Fog, Smog, Smoke",2011-01-01,1,Rural-Principal Arterial-Interstate,44,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6
North Carolina,Clear,2011-01-15,2,Rural-Major Collector,39,0.3,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,15,6
North Dakota,Clear,2011-01-05,1,Rural-Major Collector,59,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,5,3
Ohio,Rain,2011-01-01,1,Urban-Principal Arterial-Interstate,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6
Ohio,Rain,2011-01-01,1,Urban-Principal Arterial-Interstate,24,0.23,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Ohio,Rain,2011-01-01,1,Urban-Principal Arterial-Interstate,25,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Ohio,Rain,2011-01-01,1,Urban-Principal Arterial-Interstate,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Oklahoma,Clear,2011-01-01,2,Urban-Principal Arterial-Other Freeways or Expressways,41,0.18,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6
Oregon,Clear,2011-01-03,1,Rural-Minor Arterial,78,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1
South Carolina,"Fog, Smog, Smoke",2011-01-01,1,Rural-Minor Arterial,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6
South Carolina,"Fog, Smog, Smoke",2011-01-01,1,Rural-Minor Arterial,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6
Tennessee,Rain,2011-01-01,1,Urban-Collector,22,0.15,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Texas,Cloudy,2011-01-01,1,Urban-Other Principal Arterial,21,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6
Texas,Cloudy,2011-01-01,1,Urban-Other Principal Arterial,57,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6
Utah,Cloudy,2011-01-08,1,Urban-Principal Arterial-Interstate,51,,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,8,6
Vermont,Snow,2011-01-18,1,Rural-Principal Arterial-Other,52,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,18,2
Virginia,Clear,2011-01-06,1,Urban-Other Principal Arterial,55,0.0,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,1,6,4
Virginia,Clear,2011-01-06,1,Urban-Other Principal Arterial,82,,Driver of a Motor Vehicle In-Transport,Unknown,,Female,No Injury (O),2011,1,6,4
Washington,Cloudy,2011-01-02,1,Rural-Major Collector,50,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,2,7
West Virginia,Clear,2011-01-03,1,Rural-Major Collector,59,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1
Wisconsin,Cloudy,2011-01-01,1,Urban-Principal Arterial-Interstate,34,0.21,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,1,6
Wyoming,Clear,2011-01-29,1,Rural-Principal Arterial-Interstate,11,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,29,6
Wyoming,Clear,2011-01-29,1,Rural-Principal Arterial-Interstate,12,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,29,6
Wyoming,Clear,2011-01-29,1,Rural-Principal Arterial-Interstate,15,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,29,6
Wyoming,Clear,2011-01-29,1,Rural-Principal Arterial-Interstate,16,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,29,6
Wyoming,Clear,2011-01-29,1,Rural-Principal Arterial-Interstate,24,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,29,6
Alabama,Rain,2011-01-05,2,Urban-Collector,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3
Alabama,Rain,2011-01-05,2,Urban-Collector,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3
Alabama,Rain,2011-01-05,2,Urban-Collector,30,0.0,Driver of a Motor Vehicle In-Transport,Yes,,Male,Incapacitating Injury (A),2011,1,5,3
Alabama,Rain,2011-01-05,2,Urban-Collector,33,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,5,3
Alaska,Clear,2011-01-12,1,Rural-Principal Arterial-Interstate,62,0.0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,12,3
Arizona,Clear,2011-01-05,1,Rural-Principal Arterial-Interstate,45,,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),2011,1,5,3
Arizona,Clear,2011-01-05,1,Rural-Principal Arterial-Interstate,46,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,5,3
Arkansas,Clear,2011-01-06,1,Rural-Local Road or Street,46,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,6,4
California,Cloudy,2011-01-03,1,Rural-Principal Arterial-Other,50,0.0,Bicyclist,Unknown,\N,Male,Fatal Injury (K),2011,1,3,1
Colorado,Clear,2011-01-07,1,Rural-Local Road or Street,16,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,7,5
Colorado,Clear,2011-01-07,1,Rural-Local Road or Street,17,0.0,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,7,5
Connecticut,Clear,2011-01-12,1,Urban-Other Principal Arterial,46,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,12,3
Connecticut,Clear,2011-01-12,1,Urban-Other Principal Arterial,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,12,3
Delaware,Blowing Snow,2011-01-09,1,Rural-Principal Arterial-Other,12,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,9,7
Delaware,Blowing Snow,2011-01-09,1,Rural-Principal Arterial-Other,25,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,9,7
Delaware,Blowing Snow,2011-01-09,1,Rural-Principal Arterial-Other,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,9,7
Delaware,Blowing Snow,2011-01-09,1,Rural-Principal Arterial-Other,71,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,9,7
District of Columbia,Clear,2011-02-08,1,Urban-Local Road or Street,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,8,2
District of Columbia,Clear,2011-02-08,1,Urban-Local Road or Street,32,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,8,2
District of Columbia,Clear,2011-02-08,1,Urban-Local Road or Street,65,0.0,Pedestrian,No,White,Female,Fatal Injury (K),2011,2,8,2
Florida,Clear,2011-01-03,1,Urban-Other Principal Arterial,22,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,3,1
Florida,Clear,2011-01-03,1,Urban-Other Principal Arterial,42,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,3,1
Florida,Clear,2011-01-03,1,Urban-Other Principal Arterial,64,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
Georgia,Rain,2011-01-01,1,Urban-Minor Arterial,44,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Idaho,Cloudy,2011-01-06,1,Rural-Principal Arterial-Interstate,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,6,4
Indiana,Clear,2011-01-03,1,Urban-Principal Arterial-Interstate,23,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,3,1
Iowa,Blowing Snow,2011-01-07,1,Rural-Major Collector,36,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,7,5
Kansas,Clear,2011-01-02,1,Rural-Major Collector,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7
Louisiana,Clear,2011-01-01,1,Rural-Local Road or Street,46,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Maryland,Clear,2011-01-04,1,Urban-Principal Arterial-Interstate,39,0.0,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,1,4,2
Massachusetts,Clear,2011-01-22,1,Urban-Principal Arterial-Interstate,49,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,22,6
Michigan,Cloudy,2011-01-03,1,Rural-Minor Collector,19,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,3,1
Missouri,Clear,2011-01-03,1,Urban-Principal Arterial-Other Freeways or Expressways,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
Missouri,Clear,2011-01-03,1,Urban-Principal Arterial-Other Freeways or Expressways,78,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
Montana,Cloudy,2011-01-23,1,Rural-Minor Arterial,23,0.06,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,23,7
Montana,Cloudy,2011-01-23,1,Rural-Minor Arterial,47,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,"Injured, Severity Unknown",2011,1,23,7
Montana,Cloudy,2011-01-23,1,Rural-Minor Arterial,55,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,23,7
Nebraska,Cloudy,2011-01-05,1,Urban-Other Principal Arterial,19,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,5,3
Nebraska,Cloudy,2011-01-05,1,Urban-Other Principal Arterial,39,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,5,3
Nebraska,Cloudy,2011-01-05,1,Urban-Other Principal Arterial,49,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,5,3
Nevada,Clear,2011-01-08,1,Urban-Minor Arterial,21,0.0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,1,8,6
New Mexico,Clear,2011-01-08,1,Rural-Principal Arterial-Other,24,0.17,Pedestrian,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,8,6
Ohio,Clear,2011-01-03,1,Rural-Principal Arterial-Other,29,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,3,1
Ohio,Clear,2011-01-03,1,Rural-Principal Arterial-Other,55,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,3,1
Oklahoma,Clear,2011-01-01,1,Rural-Principal Arterial-Other,56,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Rhode Island,Clear,2011-01-14,1,Rural-Major Collector,50,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,1,14,5
Rhode Island,Clear,2011-01-14,1,Rural-Major Collector,82,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,14,5
South Carolina,Clear,2011-01-01,1,Rural-Principal Arterial-Interstate,54,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6
South Dakota,Snow,2011-01-31,1,Rural-Minor Arterial,64,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,31,1
South Dakota,Snow,2011-01-31,1,Rural-Minor Arterial,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,31,1
Tennessee,Clear,2011-01-01,1,Urban-Collector,18,,Passenger of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6
Tennessee,Clear,2011-01-01,1,Urban-Collector,19,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6
Tennessee,Clear,2011-01-01,1,Urban-Collector,21,,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,1,1,6
Texas,Cloudy,2011-01-01,1,Rural-Local Road or Street,28,0.19,Pedestrian,Yes,White,Male,Fatal Injury (K),2011,1,1,6
Vermont,Snow,2011-02-01,1,Rural-Principal Arterial-Other,50,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,1,2
Washington,Snow,2011-01-11,1,Urban-Minor Arterial,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,11,2
